dc6f5bdd,Calum Chambers,2013-2018,1,ENG,gb-eng,Arsenal!Middlesbrough!S...
0444b4b2,Cesar Fawcett,2006-2015,0,COL,co,Junior FC!Independiente ...
e9208654,Tommy Smith,2013-2018,1,ENG,gb-eng,Huddersfield Town
1c7f9d9f,Lebohang Mokoena,2006-2017,0,RSA,za,Mamelodi Sundowns FC!Orl...
8e90cb5e,Rodrigo Rojo,2009-2017,1,URU,uy,Club Nacional!Centro Atl...
9f352da8,Vitor Júnior,2007-2017,1,BRA,br,ABC Futebol Clube!Kawasa...
75c4ff25,Shoki Hirai,2008-2016,0,JPN,jp,Avispa Fukuoka!Gamba Osa...
bdfc15f8,Dom Dwyer,2012-2017,1,USA,us,Sporting KC!Orlando City
9336d57c,Yoo Hyun,2009-2017,1,KOR,kr,FC Seoul!Gangwon FC!Inc...
4d960fc3,Emiliano Marcondes,2012-2018,1,DEN,dk,FC Nordsjælland!Brentford
2f37e4dc,Eric Addo,2000-2012,0,GHA,gh,PSV Eindhoven!Roda JC Ke...
7c845244,Andres Oper,2003-2010,0,EST,ee,Roda JC Kerkrade!FC Torp...
d46ec4ee,Morteza Tabrizi,2010-2018,1,IRN,ir,Zob Ahan Isfahan FC
c43d9594,Yonni Hinestroza,2007-2017,1,COL,co,Deportivo Pasto!Cortuluá...
42e301db,Andreas Dahlén,2006-2015,0,SWE,se,Åtvidabergs FF!Gefle IF,...
485eaf31,Pavlo Pashayev,2008-2018,1,UKR,az,FC Oleksandriya!FC Kryvb...
2088a1cc,Eduardo Martini,2003-2017,1,BRA,br,Grêmio Esportivo Brasil!...
f3937650,Flávio Meireles,2002-2011,0,POR,pt,Vitória Guimarães!Moreir...
70cf63ca,Rafa Silva,2013-2018,1,POR,pt,Benfica!Braga
1b7a3a70,Karim Saidi,2004-2014,0,TUN,tn,Lierse!Tours!Feyenoord,...
1c78737d,Aleksandr Erokhin,2011-2018,1,RUS,ru,FC Zenit Saint Petersburg...
5a43b021,Bruno Henrique,2013-2017,1,BRA,br,Sociedade Esportiva Palme...
e1f5275f,Krisztián Németh,2005-2017,1,HUN,hu,New England Revolution!R...
7bcd714b,Craig Westcarr,2001-2016,0,ENG,gb-eng,Notts County!Walsall!Ch...
9e15c4f9,László Bodnár,2003-2013,0,HUN,hu,FC Red Bull Salzburg!Rod...
9c708676,Paddy Madden,2010-2018,1,IRL,ie,Scunthorpe United!Fleetw...
e054856a,Juri Judt,2005-2016,0,GER,de,Greuther Fürth!Nürnberg,...
db954f60,Ludovic Gamboa,2010-2017,0,FRA,fr,Le Havre!Laval!Angers!...
86aab4db,Rodnei,2007-2017,0,BRA,br,Kaiserslautern!FC Red Bu...
72979f65,Ilie Sánchez,2010-2017,1,ESP,es,Sporting KC!Barcelona B,...
ce46f501,Joey O'Brien,2004-2015,0,IRL,ie,West Ham United!Bolton W...
1a2c14d9,Victor Sköld,2010-2017,1,SWE,se,Örebro SK!Falkenbergs GI...
d48b7dd8,Peter Abelsson,2001-2012,0,SWE,se,Trelleborgs FF!Viking FK...
dff6c9f3,Andy Marriott,1992-2010,0,WAL,gb-wal,Torquay United!Barnsley,...
f9f3b33f,Anton Khazov,2001-2012,0,RUS,ru,FC Shinnik Yaroslavl!FC ...
78b26e35,Selim Teber,2002-2013,0,GER,de,Hoffenheim!Kaiserslauter...
8e812b0c,Gennaro Bracigliano,2005-2011,0,FRA,fr,Nancy
2a3bd6fa,Élson,2004-2013,0,BRA,br,Stuttgart!Sociedade Espo...
94ffccb3,Sonny Bradley,2011-2018,1,ENG,gb-eng,Plymouth Argyle!Crawley ...
760f531e,Lim You-hwan,2003-2016,0,KOR,kr,Jeonbuk Hyundai Motors FC...
117046b0,Julien François,2007-2015,0,FRA,fr,Le Havre!Tours!Metz!Ga...
943a8857,Curtis Nelson,2010-2018,1,ENG,gb-eng,Oxford United!Plymouth A...
0984c5d5,Rémi Walter,2013-2018,1,FRA,fr,Nice!Troyes!Nancy
9243fea6,Imoh Ezekiel,2011-2018,1,NGA,ng,Konyaspor!Las Palmas!St...
ba36e6b1,Mattias Jonson,2003-2011,0,SWE,se,Djurgårdens IF Fotboll!N...
ba8f0ea1,Tony Roberts,1992-2011,0,WAL,gb-wal,Dagenham & Redbridge!Que...
13018389,Elio Lastra,2009-2014,0,ECU,ec,Manta Fútbol Club
fe70e252,Eke Uzoma,2007-2018,1,NGA,ng,Balmazújvárosi FC!Pécsi ...
873c5514,Freddy Adu,2004-2016,0,USA,us,D.C. United!Philadelphia...
503c1ab8,José Carlos Garcia Leal,2003-2014,0,BRA,br,Cerezo Osaka!Associação ...
37afb9c9,Marcelo Costa,2003-2015,0,BRA,br,Esporte Clube Juventude!...
7868f049,Guillermo Farré,2011-2017,0,ARG,ar,Club Atlético Belgrano
eb4a5714,Éric Tié Bi,2010-2018,1,CIV,ci,Quevilly-Rouen!Evian!Br...
082028fe,Nasiru Mohammed,2012-2017,1,GHA,gh,BK Häcken
2eca49a6,Marcelo Méndez,2005-2013,0,URU,uy,Montevideo Wanderers FC!...
6fd6c41c,Mark Arber,2002-2013,0,RSA,za,Dagenham & Redbridge!Pet...
616aea37,Marco Capuano,2010-2018,1,ITA,it,Cagliari!Crotone!Pescara
08f8e4b6,Claudio Coralli,2008-2015,0,ITA,it,Empoli!Cittadella
1bbf150f,Ryohei Hayashi,2009-2017,1,JPN,jp,Mito HollyHock!Montedio ...
ded0fbee,Alejandro Delorte,2002-2011,0,VEN,ar,Club Olimpo!Argentinos J...
96c42690,Youssef Safri,2001-2008,0,MAR,ma,Coventry City!Norwich Ci...
19a95af0,Patrick Pothuizen,2000-2010,0,NED,nl,NEC Nijmegen!Twente!Vitesse
aa61bb9c,Mario Pérez,2003-2012,0,MEX,mx,Necaxa!San Luis!Tecos!...
8bc2a05f,Paul di Giacomo,2000-2013,0,SCO,gb-sco,Kilmarnock!Airdrieonians...
f0f8bcac,Diego Godoy,2011-2017,1,PAR,py,Club Rubio Ñu!Cerro Port...
dead55e5,Anastasios Bakasetas,2009-2018,1,GRE,gr,AEK Athens FC!Panionios ...
9b337c7c,Jozabed,2012-2018,1,ESP,es,Celta Vigo!Rayo Vallecan...
2c24fe94,Fernando Meza,2008-2017,1,ARG,ar,Colo-Colo!San Lorenzo de...
e977141e,Quenten Martinus,2010-2017,1,CUW,cw,Yokohama F. Marinos!FC B...
5c402d41,Andy Taylor,2006-2018,1,ENG,gb-eng,Blackpool!Walsall!Tranm...
64788877,Gianluca Musacci,2007-2015,0,ITA,it,Empoli!Parma!Padova!Fr...
cde3309f,Karl Darlow,2010-2018,1,ENG,gb-eng,Newcastle United!Notting...
929ea912,David Córcoles,2006-2016,0,ESP,es,Recreativo!Albacete
d457c6a7,Milan Rapaić,1998-2007,0,CRO,hr,Perugia!Standard Liège!...
e7838700,Rodolfo Espinoza,2003-2011,0,MEX,mx,Club Universitario de Dep...
f9237a48,Slobodan Marković,2003-2012,0,SRB,rs,SC Tavriya Simferopol!FC...
9d975d4f,Georgi Kostadinov,2011-2017,0,BUL,bg,PFC Levski Sofia!PFC Ber...
8f52b94f,Dave Brammer,2001-2009,0,ENG,gb-eng,Stoke City!Crewe Alexand...
37617f5e,Daniel Hallingström,2006-2015,0,SWE,se,Åtvidabergs FF
62475648,Stephan Palla,2007-2018,1,PHI,ph,Wolfsberger AC!FC Admira...
70424a39,Stephan Keller,2003-2012,0,SUI,ch,De Graafschap!Sydney FC,...
3bd03b8e,Nacho Rodríguez,2001-2013,0,ESP,es,SV Ried!Racing Santander
da2b3fff,Jarkko Wiss,2000-2007,0,FIN,fi,Tampere United!Hibernian...
07a278a2,Danilo Cirino de Oliveira,2006-2018,1,BRA,br,Budapest Honvéd FC!FC Zo...
7f30c9b8,Fellype Gabriel,2005-2016,0,BRA,br,Associação Portuguesa de ...
210801ab,Mario Cvitanović,2000-2009,0,CRO,hr,Energie Cottbus!Beerscho...
aff6649e,Giorgio Corona,2004-2009,0,ITA,it,Catanzaro!Mantova!Catania
c3853da6,Etzaz Hussain,2011-2017,1,NOR,no,Molde FK!Odds BK!Fredri...
3f1fd94a,Mitar Novaković,2006-2014,0,MNE,me,FC Amkar Perm!OFK Beograd
ac330d8c,Fredy Hinestroza,2011-2017,0,COL,co,La Equidad!Getafe!Zarag...
71bb1661,Wojciech Golla,2012-2018,1,POL,pl,NEC Nijmegen!Pogoń Szczecin
39ca02c4,Luka Begonja,2008-2017,0,CRO,hr,NK Zadar!NK Lokomotiva
ce1ad46f,Josip Knežević,2007-2018,1,CRO,hr,Puskás Akadémia FC!NK Os...
523287e9,Gary Miller,2005-2018,1,SCO,gb-sco,Plymouth Argyle!Ross Cou...
41042b66,Wallace Fernando Pereira,2008-2018,1,BRA,br,AE Larissa FC!Skoda Xant...
c3721674,Carlos Javier Beltrán,2012-2017,1,ARG,ar,Club Sport Rosario!Alian...
74ce33ab,Robin Malmkvist,2006-2017,1,SWE,se,Östers IF!Assyriska FF!...
bb5ee384,Kenichi Kaga,2007-2017,1,JPN,jp,Montedio Yamagata!Júbilo...
90db9266,Craig Disley,2002-2017,0,ENG,gb-eng,Grimsby Town!Bristol Rov...
82aa25a9,Dillon Sheppard,2004-2017,0,RSA,za,Platinum Stars FC!Lamont...
a364f0c6,Njazi Kuqi,2003-2017,1,FIN,fi,FC Inter Turku!Koblenz!...
61b9e088,Miroslav Manolov,2009-2016,0,BUL,bg,PFC Cherno More Varna!PF...
23b27ff7,Ali Abbas,2009-2018,1,IRQ,iq,Wellington Phoenix FC!Sy...
7e96a8fa,Omid Khaledi,2009-2018,1,IRN,ir,Saipa FC!Foolad FC
5a5f7167,Facundo Imboden,2001-2011,0,CHI,ar,Club Deportivo Universida...
424ab4d7,Aleksandar Trišović,2003-2014,0,SRB,rs,FC Volyn Lutsk!FC Hoverl...
62a57d89,Wade Small,2003-2011,0,ENG,gb-eng,Milton Keynes Dons!Sheff...
16714a62,Khaled Adénon,2008-2018,1,BEN,bj,Amiens!Le Mans!Bastia
007ca113,Armando Vajushi,2011-2018,1,ALB,al,Pro Vercelli!Avellino!P...
b3ca72f1,Tomislav Čuljak,2007-2018,1,CRO,hr,HNK Cibalia!NK Istra 196...
eea56f81,Wang Shenchao,2013-2017,1,CHN,cn,Shanghai SIPG FC
bde7c7a5,Wang Shouting,2009-2017,1,CHN,cn,Shanghai Greenland Shenhu...
5d36089c,Giorgi Merebashvili,2009-2018,1,GEO,ge,Wisła Płock!FK Vojvodina...
7dfb2b7e,Jaime Vásquez,2009-2017,1,PER,pe,Unión Comercio!Universid...
b9f1813f,Simon Kroon,2011-2018,1,SWE,se,SønderjyskE!FC Midtjylla...
f8457495,Fabricio Núñez,2006-2017,1,URU,ar,El Tanque Sisley!Cerro L...
ebc4596b,Hamid Bou Hamdan,2013-2018,1,IRN,ir,Zob Ahan Isfahan FC!Naft...
d905f2e4,Adnan Güngör,2001-2011,0,TUR,tr,Samsunspor!Diyarbakırspo...
2a43dbd2,Pedro Tavima,2006-2017,1,COL,co,Alianza Petrolera!Améric...
62bfa7a9,Pablo Caballero,2007-2018,1,ARG,ar,Almería!Lugo!Racing Clu...
7a31add5,David Fleurival,2007-2015,0,GPE,gp,Metz!Boavista!Niort!Ch...
befc8b41,Timo Staffeldt,2004-2013,0,GER,de,Karlsruher!Osnabrück
14f5bbd6,Tomasz Kos,2001-2011,0,POL,pl,Erzgebirge Aue!Nürnberg
6e07cede,Andrew Whing,2002-2015,0,ENG,gb-eng,Coventry City!Brighton &...
e2796261,Alessandro Bastrini,2006-2015,0,ITA,it,Vicenza!Novara!Ternana,...
5bf469be,David Gigliotti,2004-2013,0,FRA,fr,Saint-Étienne!Troyes!Nî...
21d4e122,Dani Castellano,2008-2018,1,ESP,es,Las Palmas!Alavés
02bc5b92,Jason Brown,2001-2015,0,WAL,gb-wal,Gillingham!Dartford!Abe...
c3d63691,Tam McManus,2000-2013,0,SCO,gb-sco,Hibernian!Rochester Rhin...
ef8f266e,Pål André Helland,2009-2017,1,NOR,no,Rosenborg BK
b458d0ed,Robert Maah,2005-2018,1,FRA,fr,Gazélec Ajaccio!Cittadel...
561dc078,Simone Dallamano,2004-2013,0,ITA,it,Brescia
86707c0d,Paul Kitson,1994-2004,0,ENG,gb-eng,West Ham United!Newcastl...
77502ae4,Sunday Oliseh,1999-2006,0,NGA,ng,Borussia Dortmund!Bochum...
dfa04c6b,Ernesto Arakaki,2005-2009,0,PER,pe,Alianza Lima!Cienciano
73415c7d,Shin Hyung-min,2008-2014,0,KOR,kr,Pohang Steelers!Jeonbuk ...
f01453a0,Aníbal Zurdo,2011-2016,0,MEX,mx,Sabadell!Guadalajara!Gi...
2aaf8e8b,Pär Ericsson,2008-2016,0,SWE,se,Mjällby AIF!GAIS!Kalmar...
53d7c237,Jerson Cabral,2010-2018,1,NED,nl,PFC Levski Sofia!Feyenoo...
11fde8d3,Mike te Wierik,2010-2018,1,NED,nl,Groningen!Heracles Almelo
978cd030,Jorge Pulido,2010-2018,1,ESP,es,Huesca!Albacete!Real Ma...
7fe12375,Andreas Luthe,2009-2018,1,GER,de,Augsburg!Bochum
6d8e7375,Aleksandar Dyulgerov,2009-2018,1,BUL,bg,PFC CSKA Sofia!FC Pirin ...
c4e97f08,Debatik Curri,2004-2014,0,ALB,al,FC Vorskla Poltava!Gençl...
7f2527cd,Kazuhiro Murakami,2002-2015,0,JPN,jp,Omiya Ardija!Kawasaki Fr...
7c514ae5,Bhongolwethu Jayiya,2010-2018,1,RSA,za,Kaizer Chiefs FC!Mpumala...
2e88cabe,Filip Kiss,2011-2018,1,SVK,sk,FK Haugesund!Ettifaq FC,...
5984e9f9,Léo Lacroix,2012-2018,1,SUI,ch,Saint-Étienne!FC Basel!...
301ff22a,Juan Cruz Ochoa,2001-2012,0,ESP,es,Real Murcia!Numancia!Hu...
ad23e858,Oriol Lozano,2004-2015,0,ESP,es,Racing Santander!Real Mu...
034a59b7,Carlos Herrera Contreras,2006-2015,0,CHI,cl,O'Higgins FC!Club Deport...
0e6e27a2,Ely Esterilla,2014-2017,1,ECU,ec,Barcelona Sporting Club
52955ab4,Diego Zabala,2010-2018,1,URU,uy,Unión de Santa Fe!Racing...
fc5f0f3c,Juan Ignacio González,2007-2018,1,MEX,mx,León!Tecos
a1ade4bf,Yussif Chibsah,2008-2016,0,GHA,gh,Gefle IF!Djurgårdens IF ...
718a4c38,Craig Burley,1992-2004,0,SCO,gb-sco,Chelsea!Derby County!Wa...
27488145,Aleksandr Sapeta,2008-2018,1,RUS,ru,FC Dynamo Moscow!FC Rost...
b3f6c1ce,Davino Verhulst,2005-2018,1,BEL,be,Lokeren!Genk!Sint-Truid...
69f48782,Darwin Andrade,2010-2017,1,COL,co,Deportivo Cali!La Equida...
ba107c2a,Masashi Nakayama,2001-2012,0,JPN,jp,Júbilo Iwata!Consadole S...
f3e769b0,Walter Noriega,2006-2012,0,COL,co,Boyacá Chicó FC!Ciencian...
5d2e3d24,Lennox Bacela,2008-2016,0,RSA,za,Bloemfontein Celtic FC!O...
3adbd1ee,Cristhian Cuero,2007-2017,1,ECU,ec,Fuerza Amarilla Sporting ...
a79c321f,Toni Šunjić,2010-2018,1,BIH,ba,FC Dynamo Moscow!FC Zory...
5d13f975,Yannis Anastasiou,2000-2008,0,GRE,gr,Roda JC Kerkrade!AFC Aja...
e5b54539,Andy Myers,1992-2005,0,ENG,gb-eng,Bradford City!Chelsea!C...
cda6c908,Gennaro Scognamiglio,2009-2018,1,ITA,it,Cesena!Juve Stabia!Trap...
474ecac8,Sergio Postigo,2007-2018,1,ESP,es,Levante!Leganés!Salaman...
780ec14d,Ermir Lenjani,2010-2018,1,ALB,al,FC Sion!FC St. Gallen!N...
f5838e66,Romain Vincelot,2009-2018,1,FRA,fr,Bradford City!Leyton Ori...
e89b6b0c,Ondřej Kušnír,2009-2018,1,CZE,cz,Dukla Prague!AC Sparta P...
c3b6fa1e,Loïc Nego,2009-2018,1,FRA,fr,Videoton FC!Újpest FC!N...
fc681713,Ståle Stensaas,1998-2008,0,NOR,no,Rosenborg BK!Lyn Fotball...
ce2f7321,Ebrahim Shakouri,2009-2017,0,IRN,ir,Saipa FC!Persepolis FC
79cdee94,Georgi Petkov,2009-2018,1,BUL,bg,PFC Slavia Sofia!PFC Lev...
9c3ad830,Edrissa Sonko,2000-2010,0,GAM,gm,Roda JC Kerkrade!Tranmer...
fe7bccdb,Pedro Queirós,2010-2018,1,POR,pt,Chaves!Vitória Setúbal!...
b6a77d10,André Luiz Moreira,2001-2010,0,BRA,br,Chiapas!Ajaccio!Marseil...
82bf93ae,Mohamed Sarr,2001-2013,0,SEN,sn,Standard Liège!OFI Crete...
20f1c375,Géder,2003-2010,0,BRA,br,FC Saturn Ramenskoye!Le ...
474f5d32,Umberto Germano,2012-2018,1,ITA,it,Pro Vercelli!Virtus Lanciano
3ab6b24e,Julien Quercia,2006-2013,0,FRA,fr,Auxerre!Sochaux!Lorient
bcafb825,Sebastián Romero,2001-2009,0,ARG,ar,Chacarita Juniors!Club A...
eb09b056,Radim Kučera,2005-2012,0,CZE,cz,Arminia Bielefeld!SK Sig...
b99bec05,Issiaga Sylla,2012-2018,1,GUI,gn,Toulouse!Gazélec Ajaccio
e5d46564,Michael Ortega,2009-2017,1,COL,co,Once Caldas!Junior FC!D...
62225804,Dorin Goga,2008-2016,0,ROU,ro,FC Politehnica Timișoara,...
b0f0bc34,Gonzalo Maulella,2006-2017,1,,,Defensor Sporting!Sporti...
a83133b0,Marcos Duré,2011-2017,1,PAR,py,Club Sol de América
20908858,Ramazan Köse,2008-2018,1,TUR,tr,Kasımpaşa Spor Kulübü!Ge...
2ddff1f4,Rodney Ramagalela,2011-2018,1,RSA,za,Polokwane City FC!Black ...
49c751ba,Simo Valakari,2000-2009,0,FIN,fi,FC Dallas!Derby County!...
6d430735,Sergio van Dijk,2007-2014,0,IDN,id,Adelaide United FC!Emmen...
45e17712,Dimitri Foulquier,2011-2018,1,FRA,fr,Strasbourg!Granada!Rennes
b5920350,Viktor Fischer,2012-2018,1,DEN,dk,FC Copenhagen!Mainz 05!...
08925878,Edwin Congo,1999-2008,0,COL,co,Levante!Sporting Gijón!...
914cc4fb,Brian McLean,2005-2017,0,NIR,gb-nir,Falkirk!Motherwell!Dund...
2ca1a9c4,Christian Andersen,2012-2014,0,PAR,py,Cerro Porteño!Alianza Li...
5dae5805,Diego Costa Silva,2003-2012,0,BRA,br,Clube Atlético Paranaense...
2a942638,Ian Rush,1992-1998,0,WAL,gb-wal,Liverpool!Leeds United!...
36cbe978,Takuma Abe,2010-2017,1,JPN,jp,FC Tokyo!Ulsan Hyundai F...
f325cb33,Milan Perić,2006-2015,0,SRB,rs,Kaposvári Rákóczi FC!FK ...
1858bbf7,Giedrius Arlauskis,2007-2018,1,LTU,lt,CFR Cluj!FC Unirea Urzic...
a863e7c4,Mario Erb,2009-2017,0,GER,de,Rot-Weiß Erfurt!Unterhac...
caad2dee,Jeppe Mehl,2007-2018,1,DEN,dk,AC Horsens!Esbjerg fB
5578f815,Cai Huikang,2013-2017,1,CHN,cn,Shanghai SIPG FC
57f76119,Matías Martínez,2007-2016,0,ARG,ar,Racing Club de Avellaneda...
5f3a6334,Hilario Navarro,2007-2017,0,ARG,ar,Club Atlético Independien...
c779c403,Massimo Loviso,2004-2013,0,ITA,it,Livorno!Bologna!Ascoli,...
9692b3eb,Gabriel Gómez,2006-2017,1,PAN,pa,Atlético Bucaramanga!Bel...
cd9eed3f,Ivan Martić,2009-2018,1,CRO,ch,HNK Rijeka!FC Universita...
7e7ae145,Piotr Rocki,2002-2009,0,POL,pl,Dyskobolia Grodzisk Wielk...
bc9c5906,Phil McGuire,2000-2009,0,SCO,gb-sco,Aberdeen!Inverness CT!D...
7ccddff6,Ricardo Fernandes,2003-2013,0,POR,pt,Nacional!Moreirense!FC ...
9227838e,Bruno Fernandes,2002-2010,0,POR,pt,Nacional!Marítimo!Morei...
ae762823,Ayoub Kalantari,2011-2018,1,IRN,ir,Saipa FC!Foolad FC!Mogh...
f23af8ab,Frank Korpershoek,2007-2018,1,NED,nl,Telstar
787802f4,Lenin Porozo,2007-2016,0,ECU,ec,Mushuc Runa Sporting Club...
33587c44,Mirko Conte,1998-2007,0,ITA,it,Arezzo!Sampdoria!Vicenz...
58e63b04,Mike Kjølø,2000-2008,0,NOR,no,Stabæk Fotball!AIK Fotboll
933e8c8a,Javi Moyano,2013-2018,1,ESP,es,Valladolid!Tenerife
82f2d724,Jesús Arellano,2003-2011,0,MEX,mx,Monterrey
cfe6238d,Moritz Bauer,2011-2018,1,SUI,ch,FC Rubin Kazan!Stoke Cit...
f49746cf,Søren Frederiksen,2009-2018,1,DEN,dk,SønderjyskE!AaB Fodbold,...
c369ad04,Júlio César,2008-2017,1,BRA,br,Santa Cruz Futebol Clube,...
ffdbed6c,Germán Montoya,2006-2017,0,ARG,ar,Club Atlético Vélez Sarsf...
298def1b,Keita Sugimoto,2005-2012,0,JPN,jp,Nagoya Grampus!Tokushima...
c0da4d07,Gastón Machín,2001-2018,1,ARG,ar,Argentinos Juniors!Club ...
0d863fdc,Carlão,2006-2017,0,BRA,br,APOEL FC!Sochaux!Sport ...
9f7c03c7,Eric Avila,2008-2017,1,USA,us,Phoenix Rising!FC Dallas...
ff16ecad,Mathieu Deplagne,2012-2018,1,FRA,fr,Troyes!Montpellier
7bcc0708,Ömer Bayram,2009-2018,1,TUR,tr,Akhisar Belediyespor!Kay...
2996fc8b,Nebojša Marinković,2006-2018,1,SRB,rs,FK Radnički Beograd!Pert...
b5691f5d,Rodrigo Aguirre,2011-2017,1,URU,uy,Club Nacional de Football...
65f39e1b,Andrés Guglielminpietro,1998-2007,0,ARG,ar,Milan!Internazionale!Bo...
b99dca4b,Jérôme Mombris,2012-2018,1,FRA,fr,Gazélec Ajaccio!Le Havre
00c23b74,Vladimir Kovačević,2009-2018,1,SRB,rs,Kortrijk!FK Spartak Zlat...
cb8cc337,Luigi Consonni,2001-2012,0,ITA,it,Grosseto!Pistoiese!Cose...
c9241f21,Kayke Rodrigues,2007-2017,1,BRA,br,Santos FC!AaB Fodbold!Y...
c9227cb6,Márcio Abreu,2002-2014,0,POR,pt,FC Krasnodar!PSFC Cherno...
e9480e66,Carlos Chaile,2003-2009,0,ARG,ar,FC Pasching!SK Austria K...
f14d2bd0,Damion Stewart,2005-2013,0,JAM,jm,Queens Park Rangers!Bris...
ed77ecc2,Daniele Martinetti,2005-2013,0,ITA,it,Sassuolo!Varese!Arezzo
c5c3afbc,Halil Savran,2009-2018,1,TUR,de,Osnabrück!Hansa Rostock,...
a43a87c8,Fabien Boudarène,1999-2010,0,FRA,fr,Sochaux!Saint-Étienne!V...
9d21da85,Gernot Trauner,2010-2018,1,AUT,at,LASK Linz!SV Ried
6162f70a,Chris Innes,2000-2011,0,SCO,gb-sco,Kilmarnock!Dundee United...
83311187,Carlos Peralta,2007-2017,1,VEN,ve,La Equidad!Club Nacional...
85407aa3,Daniel Bernhardt,2010-2018,1,GER,de,Aalen
271825a2,Vuk Mitošević,2009-2018,1,SRB,rs,FK Javor Ivanjica!FK Rad...
626ac087,István Sipeki,2005-2013,0,HUN,hu,Paksi SE!Diósgyőri VTK
b7b14bc9,Diego Cabrera,2007-2015,0,BOL,bo,Cúcuta Deportivo!Indepen...
2b507014,Curtis Fleming,1992-2005,0,IRL,ie,Middlesbrough!Crystal Pa...
ea292bf5,José Cáceres,2007-2016,0,PAR,py,Sportivo Trinidense!Club...
0d56b1f2,Sebastián Píriz,2009-2017,1,URU,uy,Club Sport Emelec!Peñaro...
649508b1,Jürgen Colin,2001-2011,0,NED,nl,NAC Breda!Norwich City!...
291677a8,Siamak Kouroshi,2010-2017,0,IRN,ir,Naft Tehran FC!Malavan F...
605ab313,Nemanja Arsenijević,2006-2017,0,SRB,rs,FK Radnički Beograd!FK N...
81d3318f,François Kamano,2014-2018,1,GUI,gn,Bordeaux!Bastia
128577bc,Tommy Berntsen,2000-2009,0,NOR,no,Lyn Fotball!Lillestrøm S...
534e83a0,Ryan Tunnicliffe,2011-2018,1,ENG,gb-eng,Millwall!Fulham!Ipswich...
88d7a3e5,Tassos Venetis,2000-2018,1,GRE,gr,AOK Kerkyra!Dundee Unite...
c31503e2,Sebastián Salomón,2001-2011,0,,,Club Atlético Lanús!Godo...
56c9d013,Philipp Heerwagen,2003-2017,0,GER,de,Unterhaching!Bochum!St....
8847d5c3,Dedé,2009-2017,1,BRA,br,Cruzeiro Esporte Clube!C...
380f42c1,Pedro,2001-2010,0,ESP,es,Castellón!Albacete!Ciud...
c42c03be,Leonardo Gatto,2013-2018,1,ITA,it,Salernitana!Virtus Entel...
1a2108d1,Georgi Kitanov,2011-2018,1,BUL,bg,PFC CSKA Sofia!PFC Chern...
ebd0a048,Matty James,2009-2018,1,ENG,gb-eng,Leicester City!Preston N...
9f7a8327,Denis Linsmayer,2012-2018,1,GER,de,Sandhausen!Kaiserslautern
270efb21,Rob Edwards,2002-2013,0,WAL,gb-wal,Wolverhampton Wanderers!...
acb5ef4c,Akinori Nishizawa,2000-2009,0,JPN,jp,Cerezo Osaka!Shimizu S-P...
470a49be,Peter van den Berg,2000-2009,0,NED,nl,RKC Waalwijk!Den Bosch!...
b574870c,Paraskevas Antzas,2000-2009,0,GRE,gr,Olympiacos FC!Skoda Xant...
143d413d,Leocísio Sami,2009-2018,1,GNB,gw,Aves!Marítimo!Akhisar B...
b3232492,Davide Nicola,2001-2008,0,ITA,it,Ternana!Torino!Spezia!...
ead5f446,Stéphane Porato,1999-2009,0,FRA,fr,Ajaccio!Monaco!Marseill...
dc29b608,Yvon Mvogo,2013-2018,1,SUI,ch,RB Leipzig!BSC Young Boys
fdf4b948,Jean-Daniel Akpa-Akpro,2011-2018,1,CIV,ci,Salernitana!Toulouse
b07695ae,Sezer Öztürk,2004-2015,0,TUR,tr,Eskişehirspor!Manisaspor...
d5835cca,Ariel Montenegro,2001-2009,0,ARG,ar,Córdoba!Hércules!Club A...
c7fafcc6,Dani Borreguero,2001-2007,0,ESP,es,Sporting Gijón!Ponferrad...
7474a38f,Jason Thomson,2004-2017,0,SCO,gb-sco,Raith Rovers!Heart of Mi...
38158383,Mike Zonneveld,2000-2012,0,NED,nl,NEC Nijmegen!NAC Breda!...
fe67ca14,Pär Zetterberg,2000-2006,0,SWE,se,Anderlecht!Olympiacos FC
fecb9b7c,Giovanni Silva de Oliveira,2000-2010,0,BRA,br,Olympiacos FC!Santos FC
8d590713,Aydın Yılmaz,2005-2016,0,TUR,tr,Galatasaray SK!Eskişehir...
77ade927,Simon Ford,2001-2013,0,JAM,jm,Kilmarnock!Grimsby Town,...
dc366c36,Tomáš Koubek,2010-2018,1,CZE,cz,AC Sparta Prague!Rennes,...
399fab31,Liviu Ganea,2006-2016,0,ROU,ro,FC Dinamo București!FC A...
92ee6863,Isaac Osbourne,2002-2015,0,ENG,gb-eng,Coventry City!Aberdeen!...
be83af89,Rafa Pérez,2009-2017,1,COL,br,Junior FC!Real Cartagena...
01fe575f,Jarchinio Antonia,2010-2017,0,CUW,cw,Go Ahead Eagles!Groninge...
08229d38,Jordan Clarke,2009-2018,1,ENG,gb-eng,Scunthorpe United!Covent...
dfe47009,Adriano Bispo,2006-2017,1,BRA,br,Clube de Regatas Brasil!...
5050cc14,Madjid Bougherra,2005-2012,0,ALG,dz,Rangers!Charlton Athleti...
55180189,Markus Daun,2000-2009,0,GER,de,MSV Duisburg!Nürnberg!W...
3f79a1c8,Gonzalo Escalante,2012-2018,1,ITA,ar,Eibar!Catania!Boca Juniors
330bc25a,Akihiro Hayashi,2012-2017,1,JPN,jp,FC Tokyo!Sagan Tosu!Shi...
